text,label,notes,source,object_id
"Air conditioners don't need to use fossil fuels. Solar power and AC work really well together because peak solar energy is exactly when you need AC the most. No heat is created either, that would explicitly violate the first law of thermodynamics. An air conditioner powered by solar energy (or anything solar powered) ends up releasing the exact same amount of ""excess"" heat as the sunlight would have if it hadn't been absorbed by the panels.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654793,48654793
"I don't think you have any conception of how little money most people have. Why would I spend £15-20k I don't have on a heat pump so I can get 'free' air con when my house is already heated via another method? Most people don't have £500 spare for a portable air con unit. On top of that, until a few months ago, government subsidies for heat pumps didn't apply to the versions that include air con so anyone who did get a heat pump didn't get that version. >> why do we entertain the idea of making them pay an order of magnitude more to better insulate their home We don't. There have been various schemes over the last couple of decades where people could have this done for free or at very low cost. >> You’ve been misinformed by European media. Please do your research, it’s all online. I suggest you do the same.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654761,48654761
"VTI and Nasdaq played along. VTI arguably because they must play along, being a ""total market fund"". Nasdaq changed their rules and then force bought 3x more than usual. These are NOT small funds. Rather significant parts of the US Economy (VTI, QQQ, among many other ETFs and derivatives) were force-bought in last week, and we are now all in for the ride to watch that portion of our money disappear. -------- S&P500 is an important player who managed to avoid SPCX (1 year rule + requirements of profitability, of which SPCX isn't profitable yet so... lots of disqualifications here). So we have to give credit where credit is due. VTI / Vanguard Total Market is a grey case. I once believed in it but now with SPCX and other abusers (Anthropic and OpenAI) clearly aiming to specifically screw VTI's strategy over, it might be finally time to call it quits and leave VTI behind. I don't know for what though. Nasdaq doubling down and specifically changing their rules to help this whole crap is the ultimate level of disgusting. VTI is just being consistent with their strategy. Nasdaq is making special exceptions explicitly for these cases.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654727,48654727
"Latency? Why, they will in LEO/MEO. Neglible. Cooling? https://en.wikipedia.org/wiki/Liquid_droplet_radiator https://spectrum.ieee.org/orbital-data-centers-heat Combine with https://spectrum.ieee.org/microfluidics-cooling-ai-chips-cor... Solved! Maintenance? https://en.wikipedia.org/wiki/Planetes !",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654694,48654694
"> How do you go about comparing models? I do this often: I'd have a prompt in mind before I manually find the fix for subtle bugs, or plan out how I'd implement a feature. Then, I prompt the models I want to test (with the prompt I originally had in mind) and see if any of them get it right. To my surprise, the Claudes always perform better, and so, it seems like my prompting behaviour is either attuned to them, or Claudes are good at ""figuring it out"". That said, in my experiments, I've always found that given a ""good"" prompt (with just the right detail), the top coding models (including from Chinese labs, which I now increasingly prefer) have no discernable difference; in which case, I usually defer to the cheaper & fastest of those models (presently, that's either DeepSeek v4 Flash & Pro, MiMo v2.5 & Pro, MiniMax M3; these are a coding tier below GLM5.2, Kimi K2.7, and Qwen 3.7 Max, imo) as ranked by OpenRouter: https://openrouter.ai/rankings?view=month",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654635,48654635
"Unless the aircon is a heat pump, in which case it’s also useful in the winter, it’s more efficient and carbon neutral if your electricity grid is decarbonised. If most people can’t afford a heat pump, why do we entertain the idea of making them pay an order of magnitude more to better insulate their home, which doesn’t even work in the end? You’ve been misinformed by European media. Please do your research, it’s all online.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654624,48654624
"> Pedestrians are mostly killed by head onto solid object Several EU car models literally pop up the hood on impact so that the head hits a hood that buckles instead of the engine underneath. From Wikipedia: > The hood of most vehicles is usually fabricated from sheet metal, which is a compliant energy absorbing structure which poses a comparatively small threat. Most serious head injuries occur when there is insufficient clearance between the hood and the stiff underlying engine components > Some models, like the Citroën C6 and Jaguar XK feature a novel pop-up bonnet design, which adds 6.5 cm (2.5"", C6) extra clearance over the engine block if the bumper senses a hit. In 2012 and 2015, the Volvo V40 and the Land Rover Discovery Sport have an under-the hood airbag designed to operate if the hood senses a hit",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654491,48654491
"Everything that exists for a reason; the question is whether the reason is good. We've spent decades being told that climate change is going to cost us percentages of GDP to avoid, and your first counterexample is the suggestion that mitigations might be in the billions for the US over the course of a century. One of those numbers is bigger than the other; and it favours nuclear pretty decisively. The regulations set up an environment where business as usual appears to be worse than if actual unlikely nuclear catastrophe occurred, all the air pollution in the interim and the reduced access to cheap abundant energy are real problems that have real consequences. Whoever accepted those reasons has blood on their hands, so well might they be called ""bloody reasons"". The consequences have been serious and terrible even before getting in to oil-related resource wars and the like.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654434,48654434
"Hah! Thanks for whomever posted this. This is my little baby/project and I'd like to share a little about it... Quite some years ago (before all this AI Hype) I ventured on trying to deeply understand how Linux containers worked. At first I built a shell script called `box` that used the Busybox `unshare` utility to create little isolated namespaces/cgroups where you could ""box"" your little program on the root file-system. Later on I decided to write box in Go. box now is basically a fully capable lightweight daemon-less container runtime, much like podman (but no rootless, not yet). Along with another project I also wrote called sshbox that is basically an SSH reverse prox; are what powered mbox.blue mbox.blue is basically an experimental shared Linux system based around the core idea of persisetnt containers. All home grown.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654375,48654375
"I would petition all other community members to appreciate the gravity of the parent's comment. Speaking for myself as someone very early in my journey during the time when Mitnick was still active as a grey hat: he advanced our thinking about security and the nature of trust itself in ways that have never been more timely. Paradoxically he profited personally far more as a white hat than he ever did in the grey area, his motivations were clearly not extractive. The authorities compelled him to go do lucrative things! (after persecuting him mercilessly). RIP Kevin. We are ill equipped for the vulns of the AI, but without you we'd be helpless.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654358,48654358
"One thing that I'm certain of, is that there are always costs to writing more lines than what is necessary to solve a specific problem. I've experienced this before AI, and I've experienced this, magnified, with AI. For a well-designed project written by hand, you will work faster writing the code for new features by hand than the same project written with AI from scratch, using AI to write the new features. But... If you have a well designed, human-written codebase, you will be faster if you generate the code for new features using AI than if you do it by hand... And you can maintain that speed for long periods of time if you use fine-grained prompts. What matters most is the quality of the codebase. You can achieve the same degree of maintainability using AI from the beginning but you would have to make fine-grained prompts. The gap is about making good engineering decisions. It just so happens that the value of good decisions compounds over time.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654289,48654289
"I feel like what should have happened with AI is that teams should have started to put more effort into planning and pre-implementation discussions. Second thing, team leads should have felt more comfortable to reject large Pull Requests. When I see a large 10k-lines PR, I feel a sense of panic. In a corporate setting, I also feel a kind of pressure to approve; the more work was done, the more pressure there is to approve the PR. This is why I think up-front pre-implementation discussion and alignment has become essential. You really can't have people going rogue and weaponizing their AI-generated lines to gain control of a project through the duality of brittleness + complexity. Brittleness + Complexity = Control",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48654204,48654204
"Same experience here. I've run a successful vulnerability disclosure program for over a decade and paid out thousands of dollars in bounties for scanii.com (a malware identification API service), but recently (since the beginning of the year), we went from receiving maybe 5 per month to receiving 5 per day. These are clearly AI-generated and extremely low quality (albeit well-written). The rules of the program aren't read, and it's clearly a “point-and-click to a website"" and file a report. I'm now considering just shutting down the program since, as the OP pointed out, if you found this vulnerability using an AI tool, they are inherently public. I haven't gone that far yet but have instituted some new rules aiming at filtering out most of the reports: 1- No AI-generated report and 2 - Reports must include a video of the exploit. You can see our program rules here: https://docs.scanii.com/article/131-does-scanii-have-a-secur...",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653954,48653954
"Matches my experience. Hard science may not have that many maximalists. Applied science and technology (electrical, electronics, computer science, even mechanical), I've found plenty. What got me out of academia (yup, I was a professor) was: Do you have vast field experience and want to get into the classroom to teach how it's really done? Tough luck, you should've spent your time writing papers. No matter how much you know or how good you are, everything is about feeding the maximalist machine, if you're an outlier, worse people with better ""scores"", more papers and never leaving faculty will forever beat you until they retire. I took a good look at the publishing process. Absolutely everything about it was back-channeling to carefully select the topic, scope and reviewers of a paper to get it through the process. Goodhart's Law at its finest. Advice given to me: ""aim for a lower rank and be happy with teaching the whole thing while the old professor takes a nap in the corner"". AI or not AI, anything destroying that self-perpetuating bureaucracy is welcome.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653952,48653952
"I hope some have already thought of this addition to the AI-inundated academic's bag of tricks -- in college and graduate school I was fortunate to have some important one-on-one conversations with professors, guests and peers where I had dialogues which meaningfully stimulated and advanced my thinking in a variety of subjects. It is clear that frontier models can provide similar opportunities on demand in nearly any subject. One assessment could be student sharing of raw chat logs on a course relevant topic where particular questions were engaged and discussed. The focus is not on the prose product, but the development, the grappling and the questions. There is intellectual value here in the depths of the nested questions, corrections, and unique additions made by the student during the exchange. If not a substitute for an essay, it could be required pre-planning for it.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653902,48653902
"You don't need a significant flow of argon, just enough to keep unwanted gasses out of the waveguide. It's possible there exists a material that is transparent to mm waves, airtight, and can survive the conditions at the bottom of the hole. In such a case they could cap the waveguide and prevent any gas leakage. I'm quite sure Quaise is well aware that Argon isn't cheap and are already exploring multiple avenues for reducing its usage. It is interesting that they have to use Argon instead of the more typical Nitrogen or SF6. A waveguide with such a significant pressure differential is decidedly unusual and a unique challenger for what they are doing.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653777,48653777
"A dedicated model for this purpose could easily run locally. Recognizing shapes is not exactly cutting age AI. The input to the detector could be not the G code instructions, but a 3D model representation recovered by simulating the G code. (That's a thing that exists.) The requirements for a 3D printer which detects weapon shapes is actually fairly realistic. It would likely have laughable false positives: 8-year-old Johnny not being able to 3D print a squirt pistol. Some common tools have pistol-like form factors: spray guns, glue/grease/caulking guns, drills, hair dryers. It is a cockamamie idea; but to claim that it is not doable seems a bit disingenuous.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653730,48653730
"As an ex-game dev, I always found it a little annoying that they used ""AI"" for what was essentially just hard-coded logic. It's a hard problem because ""AI"" has been a term since the 50s but has been used to describe different approaches to making a computer do things over time. The way game developers use ""AI"" to mean ""hardcoded logic for game behavior"" is fully inline with what ""AI"" meant in the 60s when they were using symbolic AI to write the first computer-controlled chess games. Then AI programmers hit the wall of hard-coded logic, went through an AI winter, and what survived on the other end was logic that was automatically trained from big data sets. We used to call that ""machine learning"" because ""AI"" had connotations of snake oil from previous AI winters. But then within the past decade, tech companies with grandiose ambitions decided that ""machine learning"" was too nerdy so resurrected ""AI"" to refer to LLMs and their ilk. The term is just a muddled mess.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653724,48653724
"Yes, it's a pyramid scheme. There has been no real tech growth products since Web 2.0/mobile. VR/Metaverse? No. Web3? No. AI is another attempt at a manufacturing a synthetic, viral ""growth technology"" because we've run out of easy, high-value Web 2.0 eyeballs to mine for ""engagement"". AI blew up way bigger than web3, and arguably is a little bit less useless, but it's basically made of the same stuff. Unless something fantastic and magical happens. But it won't.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653708,48653708
"No, an airplane is a physical thing we interact with which has intrinsic value, physical transportation. This is a perfect example of what money is not . Money is not the token (the coin or paper bill), but the component of the ledger the token represents. Sometimes there is no physical token, only an entry in a ledger (eg. digital transfers after fractional reserve banking). The intrinsic value of the metals in the dime are (usually) worth less than the face value of the denomination, hence the discussion that the _story_ is more important than the physical _token_. The author of Sapiens is a very famous speaker on many topics HNers like. He’s worth a listen.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653678,48653678
"Sadly the ones conservative on AI tend to also be conservative on things like WFH or honoring the hacker manifesto. (Judging based on religion, national origin etc) And where do we go from here? Law? Medicine? The trades?! Every path seems longer and/or more precarious, but I feel like I've had the same uncertainty as my friends who were writers and artists despite losing many a night (and many a partner) because I worked longer hours but ended up in the same precarious place as my peers.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653582,48653582
"It frustrates me that your comment is being down voted, because I agree with your sentiment. Too many educators don't actually know how to educate, and only focus on what to educate. LLMs are offering some ways to dramatically improve how people learn (and therefore how well they learn, what they learn,etc - to rapidly accelerate and improve outcomes). However most educators, who are ignorant to the principles of how people learn, have no idea how to harness that potential. The result is in most cases students are just using AI to sabotage their own learning, because no better alternative is being offered. It's a hard problem... But it's a shame that so few people are working constructively and pragmatically on it.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653549,48653549
"A law like this just passed in New York State. If this fails it'll be because the tech industry expresses disapproval too loudly to ignore. The legislators don't care about the underlying criticism. Almost no legislators have ever used a 3d printer or written any software, beyond maybe simple assigned programs if they had a required intro-to-programming course. Few are ""tech"" people. The rest don't understand this technology, or any technology really, beyond it being a black box for specific purposes. They see 3d printing and plastic guns and think something must be done, because the 3d printing black boxes are producing dangerous weapons.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48653166,48653166
"One of the reasons I was so interesting to find this thing I had written was that things had (in some ways) changed so little in thirty years. Today I was re-reading Donald Knuth's 1974 paper “Structured Programming with go to Statements” where he says: “At the present time I think we are on the verge of discovering at last what program- ming languages should really be like. … My dream is that by 1984 we will see a consensus developing for a really good programming language (or, more likely, a coherent family of languages).” Hoo boy, was he ever wrong.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48652013,48652013
"I agree with this. Computing as a field is the way it is because there is a low barrier to entry. My dad gave me a Tandy 1000 and some programming books, and now I have a very lucrative career. I never took any classes. I never had to beg anyone for permission. I could just get started making things with the minimal investment of a cheap personal computer. (And eventually, an Internet connection. Working with other people is fun!) In a world where everyone is a Claude controller (something I honestly enjoy!), that goes away. I use hundreds of dollars of tokens a month. Suddenly, the kid in her basement with an unloved computer can't get in on the ground floor. You have to be rich to even get started. That worries me deeply. It's a big change for our field, and I don't think it's a good one.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48651357,48651357
"Apple has something with Swift similar to what Google has with Go. The language has a lot of desirable features for server development very much like Go and Rust. Especially when compared to Java and C#. It makes sense for them to build their services using Swift instead of something like Go and the Swift-on-server team has been doing a lot of work to get swift in a usable state on Linux. Having a thriving opensource (starting with a package index) makes a lot of sense to them for that. My only problem with Swift is personal taste and experience. I tried it on linux few times (admittingly few years ago now) and generally I wasn't a fan. Go and Rust solve all the problems that Swift could have solved for me, so I didn't bother. But just like node got an entire class of developers into server side programming, Swift could be apples approach to get their iOS and MacOS developers a way to easily write server side code in swift as well",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48650247,48650247
"Really enjoying seeing these really capable SMLs. Note that on HF they state: ""This model was not trained on tool-calling or agent-based programming data. We therefore do not recommend using it for tasks that involve function calling, API orchestration, or autonomous coding agents."" - https://huggingface.co/WeiboAI/VibeThinker-3B So we can't just hook it up to a coding harness like pi.dev or something.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48650233,48650233
"At my work we rolled out Cowork to all the non-technical staff. People are using a ton, wired up for read access to M365, Confluence, etc. as sort of a psuedo enterprise RAG + all the document creation/file management it can do. I know my users would actually like Claude Tag, but unfortunately we are in Teams, not Slack, as are most other non-tech companies. Cowork/Claude Desktop itself is also quite a frustrating product. There's no native audit log unless you basically wire up your own with the API & a log aggregator. You can't selectively enable Claude Code access per team member, it's all or nothing. Some of the MCP connections (like QuickBooks Online) don't do RBAC at all, it's all or nothing for every user in the team. Maybe enterprise isn't their target market, but they do keep making features that make it seem like they want that market. But if they do, they really need to step up work on governance features & RBAC for specific features and settings per member in the team. If they don't, Microsoft will eat their lunch for enterprise non-programming use.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48650048,48650048
"I went from a 6809-based Color Computer 3 circa 1987 to a 80286. I am kicking myself today because my Uncle Bob told me the job that paid me $1,200 to get a new machine created upwards of $60,000 of value so I could have asked for enough to get a 386! I was told not to waste any time with 80286 protected mode by all the experts I talked to. I can't complain a lot because that 80286 was crazy fast. Fast enough that when I got another job to develop some software for a teacher at my school I was able to run a Z80 emulator to develop for CP/M and get performance several times better than any real Z80! I loved programming it too, the 286 had some 16-bit data paths that the 8086 didn't have which I took advantage of in assembly and in copy/move/zero routines that I used with Turbo Pascal which I thought was a much nicer language to C but when I got to college I switched to C because it was portable to the Sun 68k and later SPARC machines we had.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48649844,48649844
"I have had some success with /goal for long tasks that can be set up in a way that the agent can do good work for an extended period of time. A lot of tasks aren't amenable to that, and the ones that are still need a lot of care to be set up correctly. The default vibe coded codebase won't be. I've come to think of the activity of choosing the right technology, the right architecture, the right testing setup, the right context, and the right /goals to use as programming the agent.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48648900,48648900
"I agree that there has been progress, but if you look at really mature fields and look at the transformations they've been through and the level of understanding that the highest level practitioners have, and compare it to computer programming... I think we were at maybe 2-3% in 1992 and we're maybe up to 7-9% now? We're still in the alchemy stages. Real masters can do nuclear chemistry. Another way to look at it: there have been a lot of arguments on this website about whether or not LLMs are conscious. I think they obviously aren't, but I don't think there's anything special about human brains vs computer chips that means that conscious computers is impossible. I think a ""very good"" computer programmer should be able to program consciousness. Not program something like an LLM that trains itself into consciousness, the actual process itself. We are nowhere close.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48647765,48647765
"Once locals get to Opus levels I think it we may see a phase change because that + a reasonably competent programmer is going to be a very powerful combination for most practical programming problems. Frontier models may eventually achieve super-intelligence (no opinion beyond mild skepticism) but super-intelligence isn't necessary for most practical day-to-day programming. The problems, as always, become communication, understanding what users really need, etc. that is, softer skills.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48647568,48647568
"Hi, I’m Nick, founder and developer of clariox.ai. The most unpleasant part of programming for me is going through interviews. You can spend years building complex systems, solving real business problems, and saving production in the middle of the night because an ECS container suddenly decided to fall over. But then you still have to answer random questions from strangers who are going to judge you. And after that, they send something like: “You’re great, but we’ve decided to move forward with another candidate.” And then what? What are you supposed to do next? That’s why I built a tool for myself — to practice safely and get useful feedback on where I need to improve my knowledge. I’d be grateful for any feedback.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48647094,48647094
"> I'm perfectly capable of programming without internet Me too, but let's be honest, I'm not talking about ""Hello world!"" experiments, I'm talking about developing usable software. I'm pretty sure, you won't be patching a Linux kernel driver on your own machine without googling stuff. I've learned to code years before the Internet, but we've had it for so long, I'm honestly not sure anymore if I'm truly capable of building [real] stuff while offline. And I can't just ignore it, there's a feeling now, that with AI advancements, I may soon no longer be able to code efficiently without any AI.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48646525,48646525
I blame 8086 segmented memory and the rest of its horrid architecture on why no one liked programming in assembly language. There were other elegant RISC machines with flat memory models and large general register sets that were a complete joy to program. Memory paging allowed you to do everything you needed to do that segmented memory provided and left the programmer unbothered for the most part.,evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48645542,48645542
"I really hope that in a couple of years I can have a laptop that runs a reasonably good coding agent locally, that I can run fast and do most of my programming with, without running my laptop hot. I could keep open code and use other models when needed, but really for most of my work, I'm already breaking it down so that I can review code changes eventually, and I just need something reasonably decent and fast and unlimited. I think its coming.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48645521,48645521
"I think small expert models could be pretty powerful from open weight providers. Imagine, for example, a model that's primarily train on typescript and general programming. It would be faster to train and it could be a lot smaller than a generalist model. It might be the best model to pick when you are doing typescript programming. And if you could squeeze that into 3B parameters a lot of consumer hardware could run it locally. You could even expand it to just ""webdev tech"" or the like.",evidence_based_reasoning,"Uses specific reasoning, technical detail, example, or causal explanation.",https://news.ycombinator.com/item?id=48645514,48645514
